1000,0.91,2.385,2.313,0.54,0.437,-0.243,0.524,-0.196,0.701,-0.224,0.188,0.264,0.004,-0.893,-0.207,-0.268,-0.134,-0.764,-1.071,-1.519,-1.691,-0.939,-0.76,0.141,0.846,0.909,1.316,1.988,1.221,1.867,3.17,1.615,1.668,0.922,-0.032,-0.825,0.002,0.103,0.454,-0.109,0.087,-0.147,-1.184,-1.416,-2.053,-3.134,-3.298,-2.696,-3.157,-0.649,0.582,1.917,5.68,4.086,-0.843,,,,,,,,,,,,,
1001,-0.674,3.705,3.527,1.65,1.77,1.307,-1.18,-2.824,-2.429,-1.126,0.635,2.223,3.365,3.525,3.36,2.299,0.795,-0.834,-1.497,-1.653,-1.215,-0.962,-0.773,-0.515,-0.562,-0.457,-0.181,-0.18,-0.592,0.167,0.374,0.722,0.561,1.212,-0.153,0.489,1.053,0.532,0.647,0.524,-0.384,-0.569,-0.628,-1.636,-1.772,-1.267,-1.546,-1.934,-0.656,-0.486,0.816,3.51,6.182,-0.592,-3.757,,,,,,,,,,,,,
1010,2.611,2.142,0.596,1.17,0.643,-0.607,-0.185,-1.372,-0.17,-0.685,-0.293,-0.688,0.463,0.319,0.597,0.423,0.356,0.337,-0.393,-1.725,-2.358,-2.634,-2.83,-1.391,-0.104,0.688,2.126,2.555,4.064,2.429,1.625,2.161,2.885,-0.151,1.22,0.182,0.268,0.676,0.354,0.134,0.855,-1.411,1.824,-2.689,-3.619,-4.27,-3.691,-4.131,-2.038,-0.824,-0.081,2.727,2.732,3.751,1.182,,,,,,,,,,,,,
1011,0.956,1.918,2.318,1.663,1.049,0.522,-2.339,-3.896,-3.177,-2.084,0.339,3.123,3.69,3.511,3.323,3.215,1.553,-0.244,-1.403,-2.22,-2.029,-2.038,-1.16,-0.928,-0.734,-0.087,0.286,0.707,0.562,0.735,-0.32,0.34,0.08,0.329,0.606,1.041,1.291,1.328,0.363,0.534,0.002,-0.795,-1.978,-2.025,-3.027,-1.605,-0.546,-0.951,-0.242,0.351,1.91,2.621,4.266,0.864,-4.316,,,,,,,,,,,,,
1020,2.515,0.289,0.095,0.139,-0.884,-1.312,-2.549,-0.859,-1.717,1.548,0.521,0.536,0.466,-0.585,0.135,-2.32,-2.396,-3.965,-2.29,-1.784,-0.334,1.857,4.099,2.902,5.12,4.208,2.687,1.861,-0.078,-0.961,-1.26,0.212,0.709,1.116,-1.361,-1.811,-2.671,-2.339,-3.72,-2.806,-3.637,-3.674,-2.098,-0.614,1.957,1.823,3.838,6.864,3.429,-1.292,,,,,,,,,,,,,,,,,,
1021,2.248,2.784,0.415,0.188,-0.958,-3.714,-3.006,-2.855,-0.641,1.762,4.615,6.293,7.11,3.987,1.294,-0.534,-2.45,-2.823,-2.853,-1.925,-0.775,-0.853,0.2,-1.052,0.197,1.029,0.858,0.949,0.985,0.349,1.183,1.463,1.035,-0.11,-0.623,-0.928,-1.684,-2.781,-2.634,-1.877,-2.354,-1.216,0.213,1.076,1.152,1.351,3.253,5.858,-0.728,-2.164,,,,,,,,,,,,,,,,,,
1030,2.073,1.497,1.619,0.742,0.561,0.658,-0.823,-0.799,-1.533,-0.354,-0.034,0.628,0.301,0.592,0.32,-0.168,0.35,-0.678,-0.717,-0.775,-1.241,-1.724,-1.21,-0.568,0.95,0.851,1.971,2.855,1.526,1.473,2.287,0.898,-0.521,0.891,-0.489,-0.817,-0.582,-0.199,0.696,0.246,0.294,1.214,0.661,0.139,0.381,-0.385,-1.027,-1.362,-0.975,-1.361,-1.446,-1.802,-2.837,-2.341,-1.477,-0.494,-1.092,0.355,0.592,1.799,3.412,3.365,0.243,0.063,,,,
1031,2.619,1.536,2.547,1.348,0.291,-1.929,-4.405,-3.871,-1.905,1.969,4.309,5.614,5.042,3.487,0.725,-0.609,-1.339,-2.314,-1.473,-1.187,-1.149,-1.024,-0.586,-0.483,0.474,0.963,-0.035,-0.547,-0.145,0.903,-0.53,-0.532,0.811,-0.194,-0.575,-0.02,0.149,1.031,0.326,0.757,0.747,-0.084,0.174,0.374,0.138,-0.382,-0.326,-0.322,-0.21,-1.25,-1.165,-1.901,-1.479,-1.615,-0.835,0.115,1.412,0.793,0.964,2.796,3.409,-1.499,-1.58,-3.293,,,,
1040,5.739,0.006,0.96,1.464,-1.564,-0.313,-0.297,-0.43,-0.778,-0.621,0.548,-0.825,-0.039,0.558,0.813,1.029,1.266,0.105,0.004,-0.325,-0.206,-0.324,-1.39,-1.848,-1.843,-1.212,0.029,-0.368,0.196,2.38,1.918,1.537,1.093,2.689,3.545,1.706,0.223,0.469,0.013,-1.56,-0.855,-1.726,-0.984,-0.174,0.487,1.395,1.003,-0.081,0.151,-0.813,-0.932,-1.729,-2.007,-2.793,-4.557,-3.295,-3.236,-3.389,-0.221,2.257,1.082,1.341,3.578,1.05,5.286,2.613,0.672,-2.13
1041,2.176,1.316,1.66,1.325,-1.049,-1.122,-1.856,-2.786,-2.802,-1.85,0.459,2.592,3.293,3.928,4.368,3.341,0.883,-0.174,-1.296,-2.051,-2.015,-1.711,-1.154,-1.022,-0.929,0.016,0.388,0.423,0.368,0.008,0.163,0.083,0.338,-0.405,-0.578,-0.333,0.413,1.015,0.258,-0.084,0.236,0.62,0.383,1.093,1.709,0.637,0.846,-0.39,-0.351,-0.323,-0.36,-1.804,-3.328,-2.558,-2.363,-2.522,-2.293,-0.795,1.586,2.492,1.52,2.33,2.374,3.865,2.299,-1.488,-4.185,-3.513
